DEPARTMENT;CODE;DESCRIPTION;RATE
"RADIOLOGY";"183A";"CERVICAL SPINE AP VIEW";"6"
"RADIOLOGY";"184A";"CERVICAL SPINE LATERAL VIEW";"6"
"RADIOLOGY";"185A";"CERVICAL SPINE (L) OBLIQUE VIEW";"6"
"RADIOLOGY";"186A";"CERVICAL SPINE (R) OBLIQUE VIEW";"6"
"RADIOLOGY";"187A";"CERVICAL SPINE FLEXION VIEW";"6"
"RADIOLOGY";"188A";"CERVICAL SPINE EXTENSION VIEW";"6"
"RADIOLOGY";"189A";"C.V.JUNCTION LATERAL VIEW";"6"
"RADIOLOGY";"190A";"C.V.JUNCTION FLEXION VIEW";"6"
"RADIOLOGY";"191A";"C.V.JUNCTION EXTENSION VIEW";"6"
"RADIOLOGY";"192A";"C1,C2 OR ODONTOID OPEN MOUTH VIEW";"6"
"RADIOLOGY";"193A";"COCCYX LATERAL VIEW";"6"
"RADIOLOGY";"194A";"(L) MASTOID LATERAL VIEW";"6"
"RADIOLOGY";"195A";"(R) MASTOID LATERAL VIEW";"6"
"RADIOLOGY";"196A";"BOTH HANDS AP VIEW (INCLUDING BOTH WRISTS)";"7"
"RADIOLOGY";"197A";"(L) HAND AP AND LATERAL VIEW";"7"
"RADIOLOGY";"198A";"(R) HAND AP AND LATERAL VIEW";"7"
"RADIOLOGY";"199A";"(L) HAND AP AND OBLIQUE VIEW";"7"
"RADIOLOGY";"300A";"(R) HAND AP AND OBLIQUE VIEW";"7"
"RADIOLOGY";"301A";"(L) FORE ARM AP AND LATERAL";"7"
"RADIOLOGY";"302A";"(R) FORE ARM AP AND LATERAL";"7"
"RADIOLOGY";"303A";"BOTH FORE ARMS AP VIEW";"7"
"RADIOLOGY";"304A";"BOTH FOREARM LATERAL VIEW";"7"
"RADIOLOGY";"305A";"(L) ARM AP AND LATERAL VIEW";"7"
"RADIOLOGY";"306A";"(R) ARM AP AND LATERAL VIEW";"7"
"RADIOLOGY";"307A";"(L) FOOT AP AND LATERAL VEW";"7"
"RADIOLOGY";"308A";"(R) FOOT AP AND LATERAL VEW";"7"
"RADIOLOGY";"309A";"(L) FOOT AP AND OBLIQUE VIEW";"7"
"RADIOLOGY";"310A";"(R) FOOT AP AND OBLIQUE VIEW";"7"
"RADIOLOGY";"311A";"BOTH FEET AP VIEW";"7"
"RADIOLOGY";"312A";"BOTH FEET LATERAL VIEW";"7"
"RADIOLOGY";"313A";"BOTH FEET OBLIQUE VIEW";"7"
"RADIOLOGY";"314A";"BOTH ANKLE LATERAL VIEW";"7"
"RADIOLOGY";"315A";"BOTH ANKLE AP VIEW";"7"
"RADIOLOGY";"316A";"BOOT INCLUDING ANKLE LATERAL VIEW";"7"
"RADIOLOGY";"317A";"(L) ANKLE AP AND LATERAL";"7"
"RADIOLOGY";"318A";"(R) ANKLE AP AND LATERAL";"7"
"RADIOLOGY";"319A";"BOTH HEALS LATERAL VIEW";"7"
"RADIOLOGY";"320A";"BOTH HEALS AXIAL VIEW";"7"
"RADIOLOGY";"321A";"BOTH KNEES AP VIEW";"7"
"RADIOLOGY";"322A";"BOTH KNEES AP IN STANDING POSITION";"7"
"RADIOLOGY";"323A";"BOTH KNEES LATERAL VIEW";"7"
"RADIOLOGY";"324A";"(L) KNEE AP AND LATERAL";"7"
"RADIOLOGY";"325A";"(R) KNEE AP AND LATERAL";"7"
"RADIOLOGY";"326A";"BOTH KNEES SKYLINE VIEW";"7"
"RADIOLOGY";"327A";"HIP AP VIEW";"7"
"RADIOLOGY";"328A";"HIP LATERAL VIEW";"7"
"RADIOLOGY";"329A";"SACRUM INCLUDING COCCYX AP VIEW";"7"
"RADIOLOGY";"330A";"SACRUM INCLUDING COCCYX LATERAL VIEW";"7"
"RADIOLOGY";"331A";"SCAPULA AP VIEW";"7"
"RADIOLOGY";"332A";"SCAPULA AXIAL (OR) LATERAL VIEW";"7"
"RADIOLOGY";"333A";"THORACIC INLET VIEW";"7"
"RADIOLOGY";"334A";"BOTH STENO-CLAVICAL JOINTS PA VIEW";"7"
"RADIOLOGY";"335A";"(L) STERNO-CLAVICAL JOINT OBLIQUE";"7"
"RADIOLOGY";"336A";"(R) STERNO-CLAVICAL JOINT OBLIQUE";"7"
"RADIOLOGY";"337A";"BOTH S.T. JOINTS PA VIEW";"7"
"RADIOLOGY";"338A";"BLADDER AREA AP VIEW";"7"
"RADIOLOGY";"339A";"LUMBAR SPINE AP VIEW";"7"
"RADIOLOGY";"340A";"LUMBAR SPINE LATERAL VIEW";"7"
"RADIOLOGY";"341A";"LUMBOSACRAL SPINE AP VIEW";"7"
"RADIOLOGY";"342A";"LUMBOSACRAL SPINE LATERAL VIEW";"7"
"RADIOLOGY";"343A";"LUMBAR SPINE (L) OBLIQUE";"7"
"RADIOLOGY";"344A";"LUMBAR SPINE (R) OBLIQUE";"7"
"RADIOLOGY";"345A";"LUMBOSACRAL SPINE (L) OBLIQUE";"7"
"RADIOLOGY";"346A";"LUMBOSACRAL SPINE (R) OBLIQUE";"7"
"RADIOLOGY";"347A";"L5-S1 CONADOWN AP VIEW";"7"
"RADIOLOGY";"348A";"L5-S1 CONADOWN LATERAL VIEW";"7"
"RADIOLOGY";"349A";"SKULL LATERAL VIEW";"7"
"RADIOLOGY";"350A";"SKULL PA VIEW";"7"
"RADIOLOGY";"351A";"SKULL AP VIEW";"7"
"RADIOLOGY";"352A";"SKULL PA 20 DEGREES VIEW";"7"
"RADIOLOGY";"353A";"SKULL TOWENE'S VIEW";"7"
"RADIOLOGY";"354A";"BASE OF SKULL VIEW";"7"
"RADIOLOGY";"355A";"BOTH MASTOIDS LATERAL VIEW";"7"
"RADIOLOGY";"356A";"BOTH TM JOINTS";"7"
"RADIOLOGY";"357A";"(L) TM JOINT OPEN AND CLOSED MOUTH";"7"
"RADIOLOGY";"358A";"(R) TM JOINT OPEN AND CLOSED MOUTH";"7"
"RADIOLOGY";"359A";"CLAVICAL AP VIEW";"7"
"RADIOLOGY";"360A";"CERVICO-DORSAL SPINE AP VIEW";"7"
"RADIOLOGY";"361A";"CERVICO-DORSAL SPINE OBLIQUE (OR) SWIMMERS V";"7"
"RADIOLOGY";"362A";"CHEST PA VIEW";"8"
"RADIOLOGY";"363A";"CHEST AP VIEW";"8"
"RADIOLOGY";"364A";"CHEST (L) LATERAL";"8"
"RADIOLOGY";"365A";"CHEST (R) LATERAL";"8"
"RADIOLOGY";"366A";"CHEST (L) OBLIQUE";"8"
"RADIOLOGY";"367A";"CHEST (R) OBLIQUE";"8"
"RADIOLOGY";"368A";"CHEST LATERAL DECUBITUS";"8"
"RADIOLOGY";"369A";"CHEST APICOGRAM (OR) CHEST LORDOTIC";"8"
"RADIOLOGY";"370A";"STERNUM LATERAL";"8"
"RADIOLOGY";"371A";"BOTH SHOULDERS AP VIEW";"8"
"RADIOLOGY";"372A";"BOTH CLAVICLES AP VIEW";"8"
"RADIOLOGY";"373A";"DORSAL SPINE AP VIEW";"8"
"RADIOLOGY";"374A";"DORSAL SPINE LATERAL VIEW";"8"
"RADIOLOGY";"375A";"DORSAL SPINE AP - (L) BENDING";"8"
"RADIOLOGY";"376A";"DORSAL SPINE AP - (R) BENDING";"8"
"RADIOLOGY";"377A";"DORSO-LUMBAR SPINE AP VIEW";"8"
"RADIOLOGY";"378A";"DORSO-LUMBAR SPINE LATERAL";"8"
"RADIOLOGY";"379A";"ABDOMEN AP (SUPHINE) VIEW";"8"
"RADIOLOGY";"380A";"ABDOMEN ERECT VIEW";"8"
"RADIOLOGY";"381A";"ABDOMEN DECUBITUS";"8"
"RADIOLOGY";"382A";"ABDOMEN LATERAL VIEW";"8"
"RADIOLOGY";"383A";"K U B";"8"
"RADIOLOGY";"384A";"PELVIS AP VIEW";"8"
"RADIOLOGY";"385A";"PELVIS INCLUDING BOTH HIPS AP VIEW";"8"
"RADIOLOGY";"386A";"PELVIS PA VIEW";"8"
"RADIOLOGY";"387A";"HIP INCLUDING THIGH AP VIEW";"8"
"RADIOLOGY";"388A";"HIP INCLUDING THIGH LATERAL";"8"
"RADIOLOGY";"389A";"THIGH INCLUDING KNEE AP VIEW";"8"
"RADIOLOGY";"390A";"THIGH INCLUDING KNEE LATERAL VIEW";"8"
"RADIOLOGY";"391A";"BOTH THIGHS AP VIEW";"8"
"RADIOLOGY";"392A";"LEG AP AND LATERAL";"8"
"RADIOLOGY";"393A";"BOTH LEGS AP VIEW";"8"
"RADIOLOGY";"394A";"BOTH LEGS LATERAL VIEW";"8"
"RADIOLOGY";"395A";"LEG INCLUDING KNEE AP & LATERAL VIEW";"8"
"RADIOLOGY";"396A";"LEG INCLUDING KNEE AP AND LATERAL VIEW";"8"
"RADIOLOGY";"397A";"LEG INCLUDING KNEE AP&LEG INCLUDING ANKLE LA";"8"
"RADIOLOGY";"398A";"BOTH THIGHS LATERAL VIEW";"8"
"RADIOLOGY";"398B";"ADDL.CHAR. FOR OUT OF TURN OR EARLY APPOINTME";"10"
"RADIOLOGY";"398C";"ADDL.CHRG. FOR O/T OR EARLY APPNT.FOR COSTRY";"20"
"RADIOLOGY";"398D";"ADDITIONAL CHARGES FOR PLAIN FILMS";"2"
"RADIOLOGY";"399A";"Angiography";"50"
"RADIOLOGY";"399B";"Angiography";"30"
"RADIOLOGY";"399C";"Ultrasound";"5"
"RADIOLOGY";"399D";"SPIRAL CT BRAIN(PLAIN) ON HOLIDAYS AND SUNDA";"100"
"RADIOLOGY";"399E";"PROCEDURES DONE UNDER FLUOROSCOPY";"50"
"RADIOLOGY";"MR01";"MRI";"200"
"RADIOLOGY";"MR02";"MRI CONTRAST";"200"
"RADIOLOGY";"R101";"MRI SINGLE STUDY (CAT-B)";"400"
"RADIOLOGY";"R102";"MRI SINGLE STUDY WITH CONTRAST (CAT-B)";"650"
"RADIOLOGY";"R103";"ONLY CONTRAST STUDY (CAT-B)";"300"
"RADIOLOGY";"R104";"DOUBLE STUDY (2PARTS) (CAT-B)";"700"
"RADIOLOGY";"R105";"TRIPLE STUDY (3 PARTS)";"850"
"RADIOLOGY";"R106";"WHOLESPINE & BRAIN (4 PARTS)";"1000"
"RADIOLOGY";"R107";"MRI MUSCULOSKELETAL STUDY";"350"
"RADIOLOGY";"R108";"MRI OF JOINTS";"250"
"RADIOLOGY";"R109";"MRI WHOLE ABDOMEN";"600"
"RADIOLOGY";"R110";"MR ANGIOGRAPHY";"450"
"RADIOLOGY";"R111";"MR VENOGRAPHY";"450"
"RADIOLOGY";"R112";"MR BREAST";"450"
"RADIOLOGY";"R113";"MRCP";"250"
"RADIOLOGY";"R114";"MRA OF NECK & CIRCLE OF WILLIS";"700"
"RADIOLOGY";"R115";"MRA &MRV BRAIN";"700"
"RADIOLOGY";"R116";"MRI &MRA BRAIN";"700"
"RADIOLOGY";"R117";"DIFUSION IMAGING";"250"
"RADIOLOGY";"R118";"MRI /DIFFUSION/PERFUSION IMAGING";"900"
"RADIOLOGY";"R119";"MR SPECTROSCOPY";"250"
"RADIOLOGY";"R120";"PROSTATE";"450"
"RADIOLOGY";"R121";"FUNCTIONAL MRI";"450"
"RADIOLOGY";"R122";"MR PELVIS";"450"
"RADIOLOGY";"R123";"MR UPPER ABDOMEN";"450"
"RADIOLOGY";"R124";"MR CHEST";"450"
"RADIOLOGY";"R125";"MR BODY ANGIO";"450"
"RADIOLOGY";"R126";"MR ABDOMEN & ANGIO";"850"
"RADIOLOGY";"R127";"MR PERIPHERAL ANGIO";"450"
"RADIOLOGY";"R128";"ADDITIONAL CHARGES I";"20"
"RADIOLOGY";"R129";"ADDITIONAL CHARGES II";"30"
"RADIOLOGY";"R130";"ADDITIONAL CHARGES III";"50"
"RADIOLOGY";"R131";"ANESTHESIA CHARGES FOR MRI I";"100"
"RADIOLOGY";"R132";"ANESTHESIA CHARGES FOR MRI II";"10"
"RADIOLOGY";"R133";"EXTRA FILM (PER FILM)";"30"
"RADIOLOGY";"R135";"CEREBRAL ANGIOGRAPHY";"800"
"RADIOLOGY";"R136";"DEEP ABSCESS DRINAGE UNDER FLUDROSCOPY";"300"
"RADIOLOGY";"R137";"PERCUTANEOUS BILIARY DRINAGE";"300"
"RADIOLOGY";"R138";"LYMPHANGIOGRAM";"350"
"RADIOLOGY";"R139";"IVC/SVC GRAM";"500"
"RADIOLOGY";"R140";"PERCUTANEOUS TRANSHEPATICCHOLANGIOGRAPHY(PTC)";"250"
"RADIOLOGY";"R141";"SPLENOPORTAL VENOGRAM(SPV)";"300"
"RADIOLOGY";"R142";"BRONCHIAL ARTERY EMBOLISATION(COST OF NIC& P";"500"
"RADIOLOGY";"R143";"SPINAL AVM EMBOLLISATION";"500"
"RADIOLOGY";"R144";"CEREBRAL AVM EMBOLISATION";"750"
"RADIOLOGY";"R145";"TUMOUR EMBOLISATION";"600"
"RADIOLOGY";"R146";"NON IONIC CONTRAST";"150"
"RADIOLOGY";"R147";"STEREOTACTIC BIOPSY-IMAGING";"400"
"RADIOLOGY";"R148";"CINE FLOUROSCOPY";"50"
"RADIOLOGY";"R149";"PERIPHERAL ANGIOGRAPHY";"600"
"RADIOLOGY";"R150";"PERIPHERAL ANGIOPLASTY";"2500"
"RADIOLOGY";"R151";"PERIPHERAL ANGIOPLASTY WITH STENT(STENT EX";"2500"
"RADIOLOGY";"R152";"VISCERAL ANGIOGRAPHY";"600"
"RADIOLOGY";"R153";"RENAL ANGIOGRAPHY";"600"
"RADIOLOGY";"R154";"RENAL ANGIOPLASTY";"2500"
"RADIOLOGY";"R155";"AORTOGRAM";"600"
"RADIOLOGY";"R156";"COLOR DOPPLER SONOGRAPHY SINGLE STUDY";"40"
"RADIOLOGY";"R157";"CHEMO-INFUSIONS (COST OF AGENT EXTRA)";"500"
"RADIOLOGY";"R158";"PERIPHERAL AVM EMBOLISATION";"600"
"RADIOLOGY";"R159";"ORGAN ABLATION(COST OF AGENT EXTRA)";"500"
"RADIOLOGY";"R160";"MRI SINGLE STUDY(PLAIN)ON HOLIDAYS AND SUNDA";"300"
"RADIOLOGY";"R161";"PNS CORONAL /BIOPSY I";"150"
"RADIOLOGY";"R162";"BIOPSY II";"250"
"RADIOLOGY";"R163";"IVP WITH NON IONIC CONTRAST";"140"
"RADIOLOGY";"R164";"ANTENATAL ULTRASOUND";"25"
"RADIOLOGY";"R165";"PROCEDURE COST";"1000"
"RADIOLOGY";"R166";"CEREBRAL ANGIOGRAM INCLUDING 3D RA";"1200"
"RADIOLOGY";"R167";"CEREBRAL ANEURYSM COILING-PROCEDURE COST";"2000"
"RADIATION ONCOLOGY";"1201";"PER FRACTION (GENERAL WARD)";"27"
"RADIATION ONCOLOGY";"1202";"PER FRACTION (SPECIAL ROOM/SHARED PAYING ROO";"42"
"RADIATION ONCOLOGY";"1203";"RADIOTHERAPY (GENERAL WARD)";"275"
"RADIATION ONCOLOGY";"1204";"RADTIONTHERAPY (SPECIAL ROOM/SHARED PAYING";"425"
"RADIATION ONCOLOGY";"1205";"RADIOTHERAPY (GENERAL WARD)";"550"
"RADIATION ONCOLOGY";"1206";"RADIOTHERAPY (SPECIAL ROOM/SHARED PAYING";"850"
"RADIATION ONCOLOGY";"1207";"RADIOTHERAPY (GENERAL WARD)";"825"
"RADIATION ONCOLOGY";"1208";"RADTIONTHERAPY (SPECIAL ROOM/SHARED PAYING";"1275"
"RADIATION ONCOLOGY";"1209";"RADIOTHERAPY (GENERAL WARD)";"962"
"RADIATION ONCOLOGY";"1210";"RADTIONTHERAPY (SPECIAL ROOM/SHARED PAYING";"1487"
"RADIATION ONCOLOGY";"1211";"PLANNING (GENERAL WARD)";"50"
"RADIATION ONCOLOGY";"1212";"PLANNING (SPECIAL ROOM/ SHARED PAYING ROOM)";"60"
"RADIATION ONCOLOGY";"1213";"PLEURODESIS";"60"
"RADIATION ONCOLOGY";"1214";"FNAC (PROCEDURE)";"10"
"RADIATION ONCOLOGY";"1215";"PUNCH BIOPSY (PROCEDURE)";"10"
"RADIATION ONCOLOGY";"1216";"PAP SMEAR PROCEDURE";"10"
"RADIATION ONCOLOGY";"1217";"DIAGNOSTIC CURETTAGE";"37"
"RADIATION ONCOLOGY";"1218";"E.U.A. (GYNACOLOGY)";"37"
"RADIATION ONCOLOGY";"1219";"CANCER CHECKUP";"75"
"RADIATION ONCOLOGY";"1220";"MEDICAL PHYSICS CONSULTATION";"20"
"RADIATION ONCOLOGY";"1221";"CHEMOTHERAPY (GENERAL WARD)";"20"
"RADIATION ONCOLOGY";"1222";"CHEMOTHERAY (SPECIAL ROOM/SHARED PAYING ROOM";"30"
"RADIATION ONCOLOGY";"1223";"REVIEW FOLLOW UP";"5"
"RADIATION ONCOLOGY";"1224";"RADIOTHERAPY CONSULATION CHARGES";"12"
"RADIATION ONCOLOGY";"1225";"ORFIT CAST (GENERAL WARD)";"90"
"RADIATION ONCOLOGY";"1226";"ORFIT CAST (SPECIAL ROOM/SHARED PAYING ROOM)";"120"
"RADIATION ONCOLOGY";"1227";"ORFIT CAST (SMALL)";"60"
"RADIATION ONCOLOGY";"1228";"X-RAY FILM";"12"
"RADIATION ONCOLOGY";"1229";"BRACHYTHERAPY CATHETER";"120"
"RADIATION ONCOLOGY";"1230";"SIMULATION CT (GENERAL WARD)";"150"
"RADIATION ONCOLOGY";"1231";"SIMULATION(CT) (SPL ROOM/SHARED PAYING ROOM)";"200"
"RADIATION ONCOLOGY";"1232";"SIMULATION ORDINARY (X-RAY) (GENERAL WARD)";"50"
"RADIATION ONCOLOGY";"1233";"SIMULATION (SPL ROOM/ SHARED PAYING ROOM)";"75"
"RADIATION ONCOLOGY";"1234";"I.C.A (GENERAL WARD)";"400"
"RADIATION ONCOLOGY";"1235";"I.C.A (SHARED PAYING ROOM)";"550"
"RADIATION ONCOLOGY";"1236";"I.C.A (PAYING ROOM)";"600"
"RADIATION ONCOLOGY";"1237";"BRACHY CONSULTATION (G W)";"50"
"RADIATION ONCOLOGY";"1238";"BRACHY CONSULTATION (SHARED P R)";"75"
"RADIATION ONCOLOGY";"1239";"BRACHY CONSULTATION (PAYING R)";"100"
"RADIATION ONCOLOGY";"1240";"IRIDIUM IMPLANT (GENERAL WARD)";"750"
"RADIATION ONCOLOGY";"1241";"IRIDIUM IMPLANT (SHARED PAYING ROOM)";"900"
"RADIATION ONCOLOGY";"1242";"IRIDIUM IMPLANT ( PAYING ROOM)";"1000"
"RADIATION ONCOLOGY";"1243";"TELE & BRACHY TPS (GENE RAL WARD)";"75"
"RADIATION ONCOLOGY";"1244";"TELE & BRACHY TPS (SHAREDPAYING ROOM)";"105"
"RADIATION ONCOLOGY";"1245";"TELE & BRACHY TPS ( PAYING ROOM)";"120"
"RADIATION ONCOLOGY";"1246";"TELE and BRACHY TPS(3D) (GENERAL WARD)";"105"
"RADIATION ONCOLOGY";"1247";"TELE & BRACHY TPS(3D) (SHARED PAYING ROOM";"130"
"RADIATION ONCOLOGY";"1248";"TELE & BRACHY TPS(3D) (PAYING ROOM)";"150"
"RADIATION ONCOLOGY";"1249";"U.S.A - ONE PLANNING / REVIEW (GENERAL)";"30"
"RADIATION ONCOLOGY";"1250";"U.S.A. - ONE PLANNING/ REVIEW (SPECIAL)";"45"
"RADIATION ONCOLOGY";"1251";"I.C.A HDR ONE FRACTION";"225"
"RADIATION ONCOLOGY";"1252";"I.C.A HDR SPECIAL";"250"
"RADIATION ONCOLOGY";"1253";"I.L.R.T ONE FRACTION";"300"
"RADIATION ONCOLOGY";"1254";"I.L.R.T SPECIAL EACH";"325"
"RADIATION ONCOLOGY";"1255";"BRACHY THERAPY BED CHARGES";"30"
"RADIATION ONCOLOGY";"1256";"BRACHY THERAPY SPECIAL BED CHARGES";"60"
"RADIATION ONCOLOGY";"1257";"INTERSTITIAL IMPLANT(GENERAL WARD)EACH #";"300"
"RADIATION ONCOLOGY";"1258";"INTERSTITIAL IMPLANT (SPECIAL)PER FRACTION";"350"
"RADIATION ONCOLOGY";"1259";"TEMPLATE PER FRACTION";"500"
"RADIATION ONCOLOGY";"1260";"TEMPLATE PER FRACTION SPECIAL";"600"
"RADIATION ONCOLOGY";"1261";"BRACHY OT CHARGES";"70"
"RADIATION ONCOLOGY";"1262";"TELE 3D TPS SECOND PLANNING";"25"
"RADIATION ONCOLOGY";"1263";"BRACHY TPS 3D SECOND PLANNING";"25"
"SURGICAL GASTEROENTROLOGY";"SEG104";"MINOR SURGERY TYPE II";"16"
"SURGICAL GASTEROENTROLOGY";"SG100";"Consultation Charges";"12"
"SURGICAL GASTEROENTROLOGY";"SG1000";"Diagnostic laparoscopy";"200"
"SURGICAL GASTEROENTROLOGY";"SG1001";"Laparoscopic excision";"400"
"SURGICAL GASTEROENTROLOGY";"SG1002";"Laparoscopic adhesionolysis";"450"
"SURGICAL GASTEROENTROLOGY";"SG1003";"Laparoscopic vagotomy";"750"
"SURGICAL GASTEROENTROLOGY";"SG1004";"Laparoscopic bowel resection";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1005";"Laparoscopic closure of D.U perforation";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1006";"Laparoscopic Cholecystectomy";"800"
"SURGICAL GASTEROENTROLOGY";"SG1007";"Laparoscopic Cholecystectomy+CBD exploration";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1008";"Laparoscopic Cholecystectomy+adhesionolysis";"1000"
"SURGICAL GASTEROENTROLOGY";"SG1009";"Laparoscopic Cholecystectomy+Cholangiogram";"1100"
"SURGICAL GASTEROENTROLOGY";"SG101";"Minor dressing type I";"5"
"SURGICAL GASTEROENTROLOGY";"SG1010";"Laparoscopic Herniorrhaphy";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1011";"Laparoscopic Splenectomy";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1012";"Laparoscopic Orchiopexy";"700"
"SURGICAL GASTEROENTROLOGY";"SG102";"Minor dressing Type II";"7"
"SURGICAL GASTEROENTROLOGY";"SG103";"Major dressing";"15"
"SURGICAL GASTEROENTROLOGY";"SG104";"Minor surgery type I";"20"
"SURGICAL GASTEROENTROLOGY";"SG105";"Minor surgery type II";"50"
"SURGICAL GASTEROENTROLOGY";"SG106";"Minor surgery type III";"100"
"SURGICAL GASTEROENTROLOGY";"SG107";"Minor surgery Under GA";"150"
"SURGICAL GASTEROENTROLOGY";"SG1100";"Hemithyroidectomy";"400"
"SURGICAL GASTEROENTROLOGY";"SG1101";"Total Thyroidectomy";"500"
"SURGICAL GASTEROENTROLOGY";"SG1102";"Parathyroidectomy";"400"
"SURGICAL GASTEROENTROLOGY";"SG1103";"Excision of Thyroglossal Cyst/Fistula";"300"
"SURGICAL GASTEROENTROLOGY";"SG1104";"Excision of neck swelling";"200"
"SURGICAL GASTEROENTROLOGY";"SG1105";"Tracheostomy";"200"
"SURGICAL GASTEROENTROLOGY";"SG1106";"Superficial Parotidectomy";"450"
"SURGICAL GASTEROENTROLOGY";"SG1107";"Excision of Adrenal Tumor";"700"
"SURGICAL GASTEROENTROLOGY";"SG1108";"Excision of Adrenal Tumor (Bilateral)";"1000"
"SURGICAL GASTEROENTROLOGY";"SG1109";"Mastectomy";"550"
"SURGICAL GASTEROENTROLOGY";"SG1110";"Amputation";"400"
"SURGICAL GASTEROENTROLOGY";"SG1200";"Laparoscopic Cholecystectomy-A";"1000"
"SURGICAL GASTEROENTROLOGY";"SG1201";"Laparoscopic Cholecystectomy-B";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1202";"Laparoscopic Cholecystectomy-C";"1350"
"SURGICAL GASTEROENTROLOGY";"SG1203";"Laparoscopic Cholecystectomy-D";"1450"
"SURGICAL GASTEROENTROLOGY";"SG1204";"Laparoscopic Cholecystectomy-E";"1600"
"SURGICAL GASTEROENTROLOGY";"SG1205";"Laparoscopic Cholecystectomy-F";"1700"
"SURGICAL GASTEROENTROLOGY";"SG1206";"Laparoscopic Appendicectomy-A";"750"
"SURGICAL GASTEROENTROLOGY";"SG1207";"Laparoscopic Appendicectomy-B";"850"
"SURGICAL GASTEROENTROLOGY";"SG1208";"Laparoscopic Appendicectomy-C";"950"
"SURGICAL GASTEROENTROLOGY";"SG1209";"Laparoscopic Appendicectomy-D";"1050"
"SURGICAL GASTEROENTROLOGY";"SG1210";"Laparoscopic Appendicectomy-E";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1211";"Laparoscopic Appendicectomy-F";"1200"
"SURGICAL GASTEROENTROLOGY";"SG1212";"Diagnostic laparoscopy(LA)+Biopsy-A";"200"
"SURGICAL GASTEROENTROLOGY";"SG1214";"Diagnostic laparoscopy(LA)+Biopsy-C";"300"
"SURGICAL GASTEROENTROLOGY";"SG1215";"Diagnostic laparoscopy(LA)+Biopsy-D";"350"
"SURGICAL GASTEROENTROLOGY";"SG1216";"Diagnostic laparoscopy(LA)+Biopsy-E";"400"
"SURGICAL GASTEROENTROLOGY";"SG1217";"Diagnostic laparoscopy(LA)+Biopsy-F";"450"
"SURGICAL GASTEROENTROLOGY";"SG1218";"Diagnostic laparoscopy(GA)+Biopsy-A";"300"
"SURGICAL GASTEROENTROLOGY";"SG1219";"Diagnostic laparoscopy(GA)+Biopsy-B";"350"
"SURGICAL GASTEROENTROLOGY";"SG1220";"Diagnostic laparoscopy(GA)+Biopsy-C";"400"
"SURGICAL GASTEROENTROLOGY";"SG1221";"Diagnostic laparoscopy(GA)+Biopsy-D";"450"
"SURGICAL GASTEROENTROLOGY";"SG1222";"Diagnostic laparoscopy(GA)+Biopsy-E";"500"
"SURGICAL GASTEROENTROLOGY";"SG1223";"Diagnostic laparoscopy(GA)+Biopsy-F";"550"
"SURGICAL GASTEROENTROLOGY";"SG1224";"Puestow's Procedure-A";"1500"
"SURGICAL GASTEROENTROLOGY";"SG1225";"Puestow's Procedure-B";"1600"
"SURGICAL GASTEROENTROLOGY";"SG1226";"Puestow's Procedure-C";"1850"
"SURGICAL GASTEROENTROLOGY";"SG1227";"Puestow's Procedure-D";"1950"
"SURGICAL GASTEROENTROLOGY";"SG1228";"Puestow's Procedure-E";"2200"
"SURGICAL GASTEROENTROLOGY";"SG1229";"Puestow's Procedure-F";"2300"
"SURGICAL GASTEROENTROLOGY";"SG1230";"Shunt Surgery-A";"2500"
"SURGICAL GASTEROENTROLOGY";"SG1231";"Shunt Surgery-B";"2800"
"SURGICAL GASTEROENTROLOGY";"SG1232";"Shunt Surgery-C";"3000"
"SURGICAL GASTEROENTROLOGY";"SG1233";"Shunt Surgery-D";"3200"
"SURGICAL GASTEROENTROLOGY";"SG1234";"Shunt Surgery-E";"3350"
"SURGICAL GASTEROENTROLOGY";"SG1235";"Shunt Surgery-F";"3500"
"SURGICAL GASTEROENTROLOGY";"SG1236";"Thyroidectomy-A";"700"
"SURGICAL GASTEROENTROLOGY";"SG1237";"Thyroidectomy-B";"750"
"SURGICAL GASTEROENTROLOGY";"SG1238";"Thyroidectomy-C";"850"
"SURGICAL GASTEROENTROLOGY";"SG1239";"Thyroidectomy-D";"900"
"SURGICAL GASTEROENTROLOGY";"SG1240";"Thyroidectomy-E";"1000"
"SURGICAL GASTEROENTROLOGY";"SG1241";"Thyroidectomy-F";"1100"
"SURGICAL GASTEROENTROLOGY";"SG1242";"Inguinal Hernia-A";"600"
"SURGICAL GASTEROENTROLOGY";"SG1243";"Inguinal Hernia-B";"650"
"SURGICAL GASTEROENTROLOGY";"SG1244";"Inguinal Hernia-C";"750"
"SURGICAL GASTEROENTROLOGY";"SG1245";"Inguinal Hernia-D";"800"
"SURGICAL GASTEROENTROLOGY";"SG1246";"Inguinal Hernia-E";"900"
"SURGICAL GASTEROENTROLOGY";"SG1247";"Inguinal Hernia-F";"1000"
"SURGICAL GASTEROENTROLOGY";"SG1248";"Incisional Hernia-with mesh-A";"1200"
